Date,filingDate,Name,totalRevenue,costofGoodsAndServicesSold,researchAndDevelopment,totalEquity,totalAssets,totalLiabilities,inventory,commonStockSharesOutstanding,GDP,Interest,Inflation,SP,Cons_Sent,Fin_Stress,Cash_On_Hand,Unemployment_Rate,Recession_probability,Corporate_Profits,initialPrice,finalPrice,delta,class,Liab/Rev,Asset/share
5/4/2019,5/22/2019,ADI,1527000000,492510000,285846000,11742000000,21776000000,10034000000,608085000,369761000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,94.05339813,91.2532959,-2.800102234,0,6.571054355,58.89209516
8/3/2019,8/21/2019,ADI,1480000000,482332000,280102000,11791000000,21567000000,9776000000,638305000,369406000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,101.239975,97.11914825,-4.120826721,0,6.605405405,58.38291744
11/2/2019,11/26/2019,ADI,1392000000,501028000,277018000,11710000000,21393000000,9683000000,609886000,368302000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,107.6516647,106.5366364,-1.115028381,0,6.956178161,58.0854842
2/1/2020,2/19/2020,ADI,1304000000,455423000,257073000,11690000000,21377000000,9687000000,588503000,368220000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,116.6352463,115.5714035,-1.063842773,0,7.428680982,58.05496714
5/2/2020,5/20/2020,ADI,1317000000,470386000,252413000,11591000000,21351000000,9760000000,590268000,368425000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,108.4464798,105.1240921,-3.322387695,0,7.41078208,57.95209337
8/1/2020,8/19/2020,ADI,1456000000,483558000,260794000,11778000000,21600000000,9822000000,612646000,369166000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,112.4430389,110.4159088,-2.027130127,0,6.745879121,58.51026368
10/31/2020,11/24/2020,ADI,1478000000,503211000,280239000,11998000000,21469000000,9471000000,608260000,369485000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,130.9515533,130.0523529,-0.899200439,0,6.407983762,58.10520048
1/30/2021,2/17/2021,ADI,1558000000,513087000,288150000,12088000000,21440000000,9352000000,618640000,368894000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,153.49646,157.3879089,3.891448975,1,6.002567394,58.11967666
5/1/2021,5/19/2021,ADI,1661000000,524770000,302238000,12167000000,21588000000,9421000000,641202000,368827000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,147.7562561,153.7776794,6.02142334,1,5.671884407,58.53150664
7/31/2021,8/18/2021,ADI,1759000000,537669000,306617000,12264000000,21641000000,9377000000,657520000,368214000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,160.6491852,161.4825745,0.833389282,1,5.330869812,58.77288751
10/30/2021,12/3/2021,ADI,2070000000,1218000000,399121000,37992000000,52322000000,14330000000,1201000000,525331000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,176.6086884,176.8724365,0.263748169,1,6.922705314,99.59815811
1/29/2022,2/16/2022,ADI,2632000000,1282000000,426780000,37428000000,51216000000,13788000000,972571000,523315000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,164.44664,156.6511993,-7.795440674,0,5.238601824,97.86839666
4/30/2022,5/18/2022,ADI,2923000000,1028000000,420901000,37100000000,50801000000,13701000000,1075000000,519806000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,156.9837799,159.4575043,2.473724365,1,4.687307561,97.73069184
7/30/2022,8/17/2022,ADI,3059000000,1067000000,431829000,36638000000,50346000000,13708000000,1203000000,514342000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,167.7838593,165.6832275,-2.100631714,0,4.481203008,97.88428711
10/29/2022,11/22/2022,ADI,3196000000,1105000000,421008000,36465000000,50302000000,13837000000,1400000000,509296000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,166.9067383,167.6697845,0.763046265,1,4.329474343,98.76771072
1/28/2023,2/15/2023,ADI,3189000000,1125000000,414095000,36532000000,50235000000,13703000000,1523000000,505852000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,195.271225,191.8173065,-3.453918457,0,4.296958294,99.30770265
3/31/2018,5/4/2018,ADP,3696000000,2079000000,162500000,4030000000,44066000000,40036000000,,441700000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,113.0715485,113.2609482,0.189399719,1,10.83225108,99.76454607
6/30/2018,8/3/2018,ADP,3316000000,1942000000,152600000,4736000000,38849000000,34113000000,,438800000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,121.7071304,122.8947296,1.187599182,1,10.28739445,88.53463993
9/30/2018,11/1/2018,ADP,3310000000,1928000000,158000000,4679000000,37417000000,32738000000,,438200000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,128.3467712,128.8022156,0.455444336,1,9.890634441,85.38795071
12/31/2018,1/31/2019,ADP,3492000000,2000000000,156100000,4764000000,38806000000,34042000000,,436200000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,128.0972595,131.568985,3.471725464,1,9.748568156,88.96377808
3/31/2019,5/3/2019,ADP,3828000000,2093000000,,5246000000,48196000000,42950000000,,435500000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,147.5023804,147.5576172,0.055236816,1,11.2199582,110.6681975
6/30/2019,8/9/2019,ADP,3479000000,2001000000,,5400000000,41888000000,36488000000,,434200000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,155.1871796,153.4663086,-1.720870972,0,10.48807128,96.47167204
9/30/2019,11/4/2019,ADP,3496000000,2045000000,,5361000000,37715000000,32354000000,,433400000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,150.5125427,148.4484253,-2.064117432,0,9.254576659,87.0212275
12/31/2019,1/31/2020,ADP,3670000000,2094000000,,5364000000,49059000000,43695000000,,431800000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,160.2265778,162.6105042,2.383926392,1,11.90599455,113.6150996
3/31/2020,5/1/2020,ADP,4048000000,2239000000,,5490000000,43383000000,37893000000,,429800000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,132.085907,135.9049225,3.819015503,1,9.360918972,100.9376454
6/30/2020,8/5/2020,ADP,3377000000,2067000000,,5753000000,39166000000,33413000000,,429900000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,127.5149155,130.561554,3.046638489,1,9.894284868,91.10490812
9/30/2020,10/30/2020,ADP,3471000000,2034000000,,5809000000,42390000000,36581000000,,429300000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,150.453949,153.7876434,3.333694458,1,10.53903774,98.74213836
12/31/2020,2/1/2021,ADP,3682000000,2122000000,,5900000000,49326000000,43426000000,,428100000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,159.2974701,159.7571259,0.459655762,1,11.79413362,115.2207428
3/31/2021,4/30/2021,ADP,4088000000,2278000000,,5674000000,54408000000,48734000000,,426000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,179.981781,184.2842407,4.302459717,1,11.92123288,127.7183099
6/30/2021,8/4/2021,ADP,3768000000,2205000000,,5671000000,48773000000,43102000000,,423700000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,205.0164337,205.9835205,0.967086792,1,11.43895966,115.1121076
9/30/2021,10/29/2021,ADP,3815000000,2223000000,,5351000000,59987000000,54636000000,,422000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,218.0837555,215.8007965,-2.282958984,0,14.32136304,142.1492891
12/31/2021,1/31/2022,ADP,4007000000,2341000000,,5050000000,59103000000,54053000000,,420400000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,201.1795349,202.8676605,1.68812561,1,13.48964312,140.5875357
3/31/2022,4/29/2022,ADP,4494000000,2512000000,,4193000000,72068000000,67875000000,,418200000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,213.9599304,215.0779114,1.117980957,1,15.1034713,172.3290292
6/30/2022,8/3/2022,ADP,4183000000,2386000000,,3225000000,63068000000,59843000000,,416100000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,240.7323914,243.5700989,2.83770752,1,14.30623954,151.5693343
9/30/2022,11/2/2022,ADP,4163000000,2394000000,,2577000000,46365000000,43788000000,,415200000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,234.9643555,234.3904114,-0.573944092,0,10.51837617,111.6690751
12/31/2022,2/2/2023,ADP,4322000000,2451000000,,2987000000,54453000000,51466000000,,414400000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,227.70047,222.2115479,-5.488922119,0,11.907913,131.402027
4/30/2019,6/7/2019,ZM,121988000,24104000,13783000,719728000,999052000,279324000,,109709000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,94.05000305,102,7.949996948,1,2.289766207,9.106381427
7/31/2019,9/13/2019,ZM,145826000,27900000,15054000,743873000,1070000000,326127000,,271813000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,78.84999847,80.66999817,1.819999695,1,2.236411888,3.936529894
10/31/2019,12/9/2019,ZM,166593000,30845000,17573000,772460000,1188000000,415540000,,273317000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,65.94000244,63.52000046,-2.420001984,0,2.494342499,4.346601199
1/31/2020,3/20/2020,ZM,188251000,32547000,20669000,834098000,1290000000,455902000,,276679000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,130.5500031,159.5599976,29.00999451,1,2.421777308,4.662442759
4/30/2020,6/5/2020,ZM,328167000,103707000,26389000,902000000,2068000000,1166000000,,279891000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,207.6000061,209.8300018,2.229995728,1,3.553069017,7.388590558
7/31/2020,9/3/2020,ZM,663520000,192271000,42734000,1199000000,2625000000,1426000000,,282851000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,381.3200073,350.8800049,-30.44000244,0,2.149143959,9.280504577
10/31/2020,12/4/2020,ZM,777196000,258727000,42582000,1500000000,3050000000,1550000000,,284783000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,410.0100098,407.8500061,-2.160003662,0,1.994348916,10.70990895
1/31/2021,3/18/2021,ZM,882485000,267284000,52375000,3861000000,5298000000,1437000000,,287721000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,316.3200073,328.5,12.17999268,1,1.628356289,18.41367158
4/30/2021,6/2/2021,ZM,956237000,264994000,65175000,4193000000,5889000000,1696000000,,293795000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,327.1099854,336,8.890014648,1,1.773618883,20.04458891
7/31/2021,8/31/2021,ZM,1021000000,261256000,82311000,4658000000,6509000000,1851000000,,295713000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,289.5,295.0899963,5.589996338,1,1.812928501,22.01120681
10/31/2021,11/23/2021,ZM,1051000000,270957000,98508000,5114000000,6979000000,1865000000,,297375000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,206.6399994,208.3000031,1.660003662,1,1.774500476,23.46868432
1/31/2022,3/7/2022,ZM,1071000000,257347000,116996000,5780000000,7551000000,1771000000,,298397000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,107.8799973,109.0800018,1.200004578,1,1.653594771,25.30521419
4/30/2022,5/25/2022,ZM,1074000000,261821000,144291000,5948000000,7957000000,2009000000,,299147000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,102.3399963,110.4199982,8.080001831,1,1.870577281,26.59896305
7/31/2022,8/24/2022,ZM,1099000000,273611000,172564000,5991000000,8048000000,2057000000,,298553000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,83.61000061,81.41000366,-2.199996948,0,1.871701547,26.95668776
10/31/2022,11/23/2022,ZM,1102000000,270665000,195946000,5756000000,7837000000,2081000000,,295537000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,76.13999939,75.40000153,-0.739997864,0,1.888384755,26.51783025
1/31/2023,3/3/2023,ZM,1118000000,294354000,261258000,6207000000,8128000000,1921000000,,292944000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,70.80999756,71.33000183,0.520004272,1,1.718246869,27.74591731
5/31/2018,6/22/2018,MU,7797000000,3074000000,603000000,29523000000,41845000000,12322000000,3369000000,1160000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,56.40852737,52.51623917,-3.892288208,0,1.580351417,36.07327586
8/30/2018,10/15/2018,MU,8440000000,3289000000,567000000,33264000000,43376000000,10112000000,3595000000,1161000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,41.82727051,41.83714676,0.009876251,1,1.198104265,37.36089578
11/29/2018,12/19/2018,MU,7889000000,3298000000,611000000,34838000000,44595000000,9757000000,3876000000,1120000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,31.02963066,29.95282936,-1.0768013,0,1.236785397,39.81696429
2/28/2019,3/21/2019,MU,5805000000,2971000000,601000000,35529000000,47487000000,11958000000,4390000000,1106000000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,43.45729446,40.0589447,-3.398349762,0,2.05994832,42.9358047
5/30/2019,6/26/2019,MU,4758000000,2960000000,606000000,36289000000,46288000000,9999000000,4905000000,1104000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,36.59145737,38.12268066,1.531223297,1,2.101513241,41.92753623
8/29/2019,10/17/2019,MU,4870000000,3475000000,623000000,36868000000,48887000000,12019000000,5118000000,1106000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,44.94900131,44.6723938,-0.276607513,0,2.467967146,44.20162749
11/28/2019,12/20/2019,MU,5137000000,3778000000,640000000,36598000000,49649000000,13051000000,4943000000,1108000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,54.39323807,54.72911835,0.33588028,1,2.540587892,44.80956679
2/27/2020,3/26/2020,MU,4749000000,3442000000,681000000,37121000000,49648000000,12527000000,5208000000,1112000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,44.24760056,43.98086929,-0.266731262,0,2.637818488,44.64748201
5/28/2020,6/29/2020,MU,5384000000,3675000000,649000000,37918000000,52005000000,14087000000,5405000000,1112000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,48.55480194,49.09814072,0.543338776,1,2.616456166,46.76708633
9/3/2020,10/19/2020,MU,6016000000,3988000000,630000000,38996000000,53678000000,14682000000,5373000000,1113000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,51.99266052,52.6644249,0.671764374,1,2.440492021,48.22821204
12/3/2020,1/8/2021,MU,5725000000,4037000000,647000000,39907000000,53691000000,13784000000,5521000000,1117000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,76.48245239,77.71730804,1.234855652,1,2.40768559,48.06714414
3/4/2021,4/1/2021,MU,6194000000,4587000000,641000000,40663000000,54135000000,13472000000,4743000000,1121000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,91.2909317,92.61470795,1.323776245,1,2.175008072,48.29170384
6/3/2021,7/1/2021,MU,7375000000,4296000000,670000000,42259000000,55943000000,13684000000,4537000000,1120000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,79.13988495,80.09812927,0.958244324,1,1.855457627,49.94910714
9/2/2021,10/8/2021,MU,8251000000,4362000000,705000000,43933000000,58849000000,14916000000,4487000000,1119000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,69.36769867,68.4773407,-0.890357971,0,1.807780875,52.59070599
12/2/2021,1/6/2022,MU,7559000000,4122000000,712000000,45908000000,61246000000,15338000000,4827000000,1120000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,94.72467041,92.98168945,-1.742980957,0,2.029104379,54.68392857
3/3/2022,3/30/2022,MU,7731000000,4110000000,792000000,47845000000,63696000000,15851000000,5383000000,1118000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,78.39419556,75.44302368,-2.951171875,0,2.050316906,56.97316637
6/2/2022,7/1/2022,MU,8642000000,4607000000,773000000,49281000000,65296000000,16015000000,5629000000,1105000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,53.20358276,56.25796127,3.05437851,1,1.853158991,59.09140271
9/1/2022,10/7/2022,MU,6643000000,4021000000,839000000,49907000000,66283000000,16376000000,6663000000,1094000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,52.68340302,51.15995407,-1.523448944,0,2.465151287,60.58775137
12/1/2022,12/22/2022,MU,4085000000,3192000000,849000000,49306000000,67874000000,18568000000,8359000000,1091000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,49.2183075,49.8057785,0.587471008,1,4.545410037,62.21264895
3/2/2023,3/29/2023,MU,3604000000,4899000000,788000000,47257000000,66520000000,19263000000,8129000000,1094000000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,63.41184998,60.21830368,-3.193546295,0,5.344894562,60.80438757
4/29/2018,5/24/2018,AMAT,4579000000,2523000000,509000000,7042000000,18498000000,11456000000,3494000000,1029000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,47.79427719,48.97101212,1.176734924,1,2.501856301,17.97667638
7/29/2018,8/23/2018,AMAT,4162000000,2298000000,505000000,6825000000,17883000000,11058000000,3681000000,994000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,40.46694946,41.37483597,0.907886505,1,2.656895723,17.99094567
10/28/2018,12/13/2018,AMAT,3759000000,2102000000,519000000,6845000000,17633000000,10788000000,3721000000,967000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,32.05914688,31.0700779,-0.989068985,0,2.869912211,18.23474664
1/27/2019,2/21/2019,AMAT,3753000000,2088000000,516000000,8209000000,18922000000,10713000000,3703000000,957000000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,37.11731339,37.91069794,0.793384552,1,2.854516387,19.77220481
4/28/2019,5/23/2019,AMAT,3539000000,2009000000,508000000,8201000000,18775000000,10574000000,3677000000,942000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,38.37360764,37.48007584,-0.893531799,0,2.987849675,19.93099788
7/28/2019,8/22/2019,AMAT,3562000000,2005000000,515000000,8116000000,18805000000,10689000000,3539000000,929000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,45.38951492,44.01905441,-1.37046051,0,3.000842223,20.24219591
10/27/2019,12/13/2019,AMAT,3754000000,2120000000,515000000,8214000000,19024000000,10810000000,3474000000,916000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,57.98144913,58.06860352,0.087154388,1,2.879595099,20.76855895
1/26/2020,2/20/2020,AMAT,4162000000,2304000000,552000000,8660000000,19767000000,11107000000,3472000000,916000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,64.50811768,59.33968735,-5.168430328,0,2.668668909,21.57969432
4/26/2020,5/21/2020,AMAT,3957000000,2208000000,550000000,9024000000,21815000000,12791000000,3725000000,917000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,53.66518784,53.78224182,0.117053986,1,3.232499368,23.78953108
7/26/2020,8/20/2020,AMAT,4395000000,2440000000,572000000,9569000000,21171000000,11602000000,3952000000,915000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,62.42597961,62.37704849,-0.048931122,0,2.639817975,23.13770492
10/25/2020,12/11/2020,AMAT,4688000000,2558000000,560000000,10578000000,22353000000,11775000000,3904000000,914000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,86.66825867,86.86457062,0.196311951,1,2.511732082,24.45623632
1/31/2021,2/25/2021,AMAT,5162000000,2813000000,606000000,11473000000,23305000000,11832000000,3925000000,915000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,112.0368576,120.2186203,8.181762695,1,2.292134831,25.46994536
5/2/2021,5/27/2021,AMAT,5549000000,2929000000,617000000,11993000000,24085000000,12092000000,4053000000,918000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,135.7668915,136.1510773,0.384185791,1,2.179131375,26.23638344
8/1/2021,8/26/2021,AMAT,6148000000,3229000000,640000000,12060000000,24479000000,12419000000,4117000000,908000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,130.7550201,134.2684021,3.513381958,1,2.020006506,26.9592511
10/31/2021,12/17/2021,AMAT,6021000000,3178000000,622000000,12247000000,25825000000,13578000000,4309000000,892000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,144.4689636,143.3420563,-1.126907349,0,2.255107125,28.95179372
1/30/2022,2/24/2022,AMAT,6206000000,3312000000,654000000,11890000000,25428000000,13538000000,4526000000,889000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,132.1231689,132.8955841,0.772415161,1,2.181437319,28.60292463
5/1/2022,5/26/2022,AMAT,6245000000,3318000000,686000000,11579000000,25459000000,13880000000,5009000000,878000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,114.2301712,116.4339676,2.203796387,1,2.222578062,28.99658314
7/31/2022,8/25/2022,AMAT,6484000000,3514000000,705000000,12070000000,26161000000,14091000000,5506000000,864000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,104.5002289,96.08049011,-8.41973877,0,2.173195558,30.27893519
10/30/2022,12/16/2022,AMAT,6706000000,3648000000,726000000,12194000000,26726000000,14532000000,5932000000,844000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,104.4853058,103.7470322,-0.738273621,0,2.167014614,31.66587678
1/29/2023,2/23/2023,AMAT,6643000000,3594000000,771000000,13420000000,27959000000,14539000000,6054000000,845000000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,112.9100037,112.0699997,-0.840003967,0,2.1886196,33.08757396
6/30/2019,8/9/2019,FSLY,46173000,20784000,11244000,267322000,356376000,89054000,,93429000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,17.29000092,16.02000046,-1.270000458,0,1.928702922,3.814404521
9/30/2019,11/8/2019,FSLY,49797000,22292000,12121000,259415000,327320000,67905000,,93347000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,18.68000031,18.47999954,-0.200000763,0,1.363636364,3.50648655
12/31/2019,3/4/2020,FSLY,58936000,25528000,12951000,257652000,320969000,63317000,,94818000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,21.45000076,18.98999977,-2.460000992,0,1.074334872,3.385106203
3/31/2020,5/8/2020,FSLY,62924000,27265000,14298000,256050000,323846000,67796000,,95401000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,34.79999924,34.31999969,-0.479999542,0,1.077426737,3.394576577
6/30/2020,8/7/2020,FSLY,74663000,29697000,16655000,542165000,607864000,65699000,,99835000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,79.33000183,78.18000031,-1.150001526,0,0.879940533,6.088686332
9/30/2020,11/6/2020,FSLY,70638000,29292000,18271000,535120000,631518000,96398000,,105942000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,73.43000031,69.79000092,-3.63999939,0,1.364676237,5.960978649
12/31/2020,3/1/2021,FSLY,82649000,33753000,25590000,1061914000,1220000000,158086000,,113623000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,77.25,68.01000214,-9.239997864,0,1.912739416,10.7372627
3/31/2021,5/7/2021,FSLY,84852000,37494000,28988000,1045000000,2138000000,1093000000,,114134000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,41.88000107,42.22000122,0.340000153,1,12.88125206,18.73236722
6/30/2021,8/6/2021,FSLY,85026000,40320000,30346000,1029000000,2137000000,1108000000,,115326000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,41.24000168,44.04000092,2.799999237,1,13.03130807,18.53007995
9/30/2021,11/8/2021,FSLY,86735000,41244000,32528000,1016000000,2139000000,1123000000,,116475000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,52.38000107,49.13000107,-3.25,0,12.94748371,18.36445589
12/31/2021,3/1/2022,FSLY,97717000,47944000,34997000,1014000000,2159000000,1145000000,,118811000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,18.03000069,16.62999916,-1.400001526,0,11.71751077,18.17171811
